1 "BSON" 2386 1275 1260 1259 1237 1229 1228 1228 1228 1228
2 "CBOR" 1990 1113 1106 1103 1092 1083 1083 1083 1083 1083
3 "FlexBuffers" 2320 1426 1415 1413 1403 1395 1395 1395 1395 1395
4 "JSON" 2946 1229 1211 1197 1183 1152 1147 1147 1147 1147
5 "MessagePack" 1995 1160 1154 1151 1140 1131 1131 1131 1131 1131
6 "Smile" 1983 1148 1140 1139 1123 1119 1119 1119 1119 1119
7 "UBJSON" 2171 1212 1203 1199 1185 1173 1173 1173 1173 1173
