1 "BSON" 1184 538 534 532 516 512 512 512 512 512
2 "CBOR" 979 526 522 521 509 504 504 504 504 504
3 "FlexBuffers" 1201 658 650 649 639 635 635 635 635 635
4 "JSON" 1359 555 544 542 526 518 518 518 518 518
5 "MessagePack" 971 541 538 537 528 525 525 525 525 525
6 "Smile" 979 553 552 552 545 544 544 544 544 544
7 "UBJSON" 1070 570 565 565 553 550 550 550 550 550
