1 "BSON" 536 209 207 201 196 184 184 184 184 184
2 "CBOR" 322 144 140 135 134 129 127 127 127 127
3 "FlexBuffers" 415 189 189 189 184 183 183 183 183 183
4 "JSON" 454 171 167 167 154 149 149 149 149 149
5 "MessagePack" 322 145 141 136 135 130 128 128 128 128
6 "Smile" 408 163 163 160 147 143 142 142 142 142
7 "UBJSON" 336 157 155 147 144 137 137 137 137 137
