1 "BSON" 8896 1828
2 "CBOR" 5914 1351
3 "FlexBuffers" 5080 3268
4 "JSON" 18019 1979
5 "MessagePack" 5914 1405
6 "Smile" 4138 1328
7 "UBJSON" 7193 1431
