1 "BSON" 596 363 363 363 361 360 360 360 360 360
2 "CBOR" 523 324 324 323 321 320 320 320 320 320
3 "FlexBuffers" 598 411 411 411 410 406 406 406 406 406
4 "JSON" 668 361 361 360 352 351 351 351 351 351
5 "MessagePack" 517 337 337 336 334 331 331 331 331 331
6 "Smile" 521 341 341 340 337 335 335 335 335 335
7 "UBJSON" 557 354 354 353 350 348 348 348 348 348
