1 "BSON" 1295 360 360 360 352 350 348 348 348 348
2 "CBOR" 993 360 358 356 352 349 349 349 349 349
3 "FlexBuffers" 942 532 530 530 525 522 522 522 522 522
4 "JSON" 1461 360 359 359 349 344 341 341 341 341
5 "MessagePack" 989 374 373 373 368 366 366 366 366 366
6 "Smile" 1002 398 391 391 381 380 380 380 380 380
7 "UBJSON" 1117 390 385 385 377 374 374 374 374 374
