1 "BSON" 480 396 395 394 393 394 394 394 394 394
2 "CBOR" 383 347 347 347 347 347 347 347 347 347
3 "FlexBuffers" 660 508 506 503 504 502 502 502 502 502
4 "JSON" 709 389 387 384 384 379 379 379 379 379
5 "MessagePack" 382 358 358 358 358 358 358 358 358 358
6 "SMILE" 412 389 389 389 389 389 389 389 389 389
7 "UBJSON" 439 390 390 390 382 382 382 382 382 382
